reaction_id,COMPOUND__n_ref,COMPOUND__n_inf,COMPOUND__n_removal,COMPOUND__n_addition,COMPOUND__n_alteration_strict,COMPOUND__n_alteration_nonstrict,COMPOUND__n_intact_strict,COMPOUND__n_intact_nonstrict,PRODUCT_COMPOUND__n_ref,PRODUCT_COMPOUND__n_inf,PRODUCT_COMPOUND__n_removal,PRODUCT_COMPOUND__n_addition,PRODUCT_COMPOUND__n_alteration_strict,PRODUCT_COMPOUND__n_alteration_nonstrict,PRODUCT_COMPOUND__n_intact_strict,PRODUCT_COMPOUND__n_intact_nonstrict,REACTION_CONDITIONS__n_ref,REACTION_CONDITIONS__n_inf,REACTION_CONDITIONS__n_removal,REACTION_CONDITIONS__n_addition,REACTION_CONDITIONS__n_alteration_strict,REACTION_CONDITIONS__n_alteration_nonstrict,REACTION_CONDITIONS__n_intact_strict,REACTION_CONDITIONS__n_intact_nonstrict,REACTION_WORKUP__n_ref,REACTION_WORKUP__n_inf,REACTION_WORKUP__n_removal,REACTION_WORKUP__n_addition,REACTION_WORKUP__n_alteration_strict,REACTION_WORKUP__n_alteration_nonstrict,REACTION_WORKUP__n_intact_strict,REACTION_WORKUP__n_intact_nonstrict
ord-4b67b80acfad4f38a42f2895b3a26a95,4,4,0,0,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,3,0,1,0,0,2,2
ord-2b3f3a6d4e014213819877382c112c76,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-6057e4b3b0d24b099b4a930858192e39,3,3,0,0,0,0,3,3,1,2,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-72f25ad4a0e84ded8f021f7c236119b9,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-5341b0ecc40f4dcda5be451e2be40e76,4,5,0,1,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-e28039f226eb434b8511f35135413bdf,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,7,1,0,1,1,6,6
ord-d59e483629e448d6a20a00cd15cbd47e,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-67c2f8590d5c429dbc4057777785407e,5,5,0,0,1,1,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-a0a2b656727f4a0b9272978b8db01277,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-7e6918ce28a146e0b062bb9d89088c53,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-be4a94ff7a074ec3b50b59fe8168cdd2,5,5,0,0,1,0,4,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,6,1,0,1,1,5,5
ord-53ca006744664867a2a8c57b2bbd5abc,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-e11beea3f09b41e083e78137a1f50fe5,5,4,1,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,11,12,0,1,0,0,11,11
ord-a14299d1add9429195bbc83639b72c11,7,6,1,0,1,1,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-693fa9d5db144ac58aefd011f303432c,6,5,1,0,1,0,4,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-a54b4e8b46414bc5b2c1d37ba1c5d1e7,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-95af398cc8ad4df9ad06f88b23897e66,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-28c9f778bb3b48d59652bc996f8b8737,3,2,1,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,10,9,1,0,1,1,8,8
ord-b7b1bf4b9270409fb4612e9424da2c72,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-193815c939704bd49830b06765e62cda,5,5,0,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-9218fe1e02a24627b28ea6ea82aad96f,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-ee022453f72f46ca9740381ffa49db10,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-7cf677442f674ebe92bc1d53bddac99a,6,5,1,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,2,2,1,1
ord-7d15f5e510e04dcaac5a12a513e8302a,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-6a605d149ce34bd79a74fc175f1f7e1a,5,6,0,1,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-3a74d5d793134941b092a0495f4386b8,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-a46e5898c67742caa854a2e966d297e3,7,7,0,0,1,1,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,8,0,2,0,0,6,6
ord-cca5fccef0154aaea80e6fc6a87f62f5,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-bd1a11c5d61a4c829bdce86684342ef1,7,6,1,0,3,2,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,11,11,0,0,2,2,9,9
ord-d3d6095e200a4c3e8f1a795e50352160,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-92d609970f514d62b0bef3748490abf2,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,2,2,2,2
ord-35b1aafb22d34ceca21d81ec9dbf0bdd,3,3,0,0,2,1,1,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-6720839f8c324baf93ffc7d4c15fbbeb,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-deab9a509aaf4178ae0d000c9327eaad,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-b0375aad16d44a158bac5acbb28333a8,5,3,2,0,1,1,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3,4,0,1,0,0,3,3
ord-2d9c972faa7a4c6a99be7accac8a28c4,4,5,0,1,2,0,2,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,9,7,2,0,0,0,7,7
ord-1b5f7faa1bf545c2ac150de432b09738,5,3,2,0,2,1,1,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,2,2,2,2
ord-96d704f1325346ad80888def88ecb87c,9,7,2,0,0,0,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,8,8,0,0,0,0,8,8
ord-7bbdbd7ba4be487f95fcd06c04426505,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-75a9149cf8c64ec7a2ea51197d94cde7,2,4,0,2,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,3,0,3,0,0,0,0
ord-f04b0e73bc1a4541bd703b1ff70556fc,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-ecef4e18f86f4f4d8147bcc6986ddb4c,8,7,1,0,1,0,6,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,11,11,0,0,2,2,9,9
ord-d93eb0a365844c8d9b062230673c7ea9,5,4,1,0,0,0,4,4,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-453c866439fe4fba83c6dd3bceebd303,3,3,0,0,1,1,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-d3037173a1b8480bbbcf4512227dd842,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-05415b67485c410793443d49e8c2bd3c,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-ddf8712f666b49b78ab2fedab7ea0991,8,7,1,0,0,0,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,10,11,0,1,1,1,9,9
ord-4aa1c16a478b473da1d62517f91ab9cc,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-b5c252ce94c24530971190a70a41e0bf,6,7,0,1,1,1,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-1791cde93cdc4f43a1bc5def2af81d03,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-585c60fa8c5c42a89c3c3bd473b4f0d4,2,2,0,0,1,1,1,1,1,2,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-79fbebf6852a4f73a1aaecaa103fb729,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-25c99aa8840b4b4091cc27a70597c1c2,11,10,1,0,1,1,9,9,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,12,12,0,0,2,2,10,10
ord-2c3ca2c1049f496399b066d3a8c677cc,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-c36e5ea0e5a3458c8ee8c704c7ac7ebf,4,3,1,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-29982b6f21504daf8514ec18f7f56ad8,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-1d114f40017d4af3baef12bd3b2050db,6,7,0,1,1,1,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,8,0,2,1,1,5,5
ord-5946e25df71e4db6a0065dbbcd73a9da,5,5,0,0,1,0,4,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,9,7,2,0,0,0,7,7
ord-14f2a9664b2b432784a8304f06df9ad4,5,6,0,1,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-b859cf923a9a4bb89b14b54ba7c7e63d,4,5,0,1,1,0,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,4,0,3,0,0,1,1
ord-21ac4f87df2d43b2bfff7189a74ac34d,6,5,1,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-f6c3d65a32054079a6e7aba246ebf46a,3,3,0,0,2,0,1,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-70807f05420e4b6193a45e87f1d14980,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,6,1,0,1,1,5,5
ord-784138b7c43345cfa8922e7748ffb0e9,3,4,0,1,0,0,3,3,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-4000399434ff45e4831e2afd96391e39,4,4,0,0,1,0,3,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-ed088afbcf764f5fb6b21b1e159c0052,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-c79c45daaf664bb287a48c85f255baa4,4,5,0,1,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-95d89e2124164fc4a1f542df3484a2a2,2,4,0,2,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,10,9,1,0,0,0,9,9
ord-265b428a994d405d914df47f87ff83bc,5,5,0,0,0,0,5,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-21d2326a17fe49288cddc32b9f49d060,7,7,0,0,1,1,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,9,0,1,1,1,7,7
ord-5c33cec5df814f9d9918d9505a74bd4a,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-aabcae5ebaad4079ab40c8dc76385edb,3,3,0,0,1,0,2,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-bae9925ceb90400983885ac9b1584879,7,7,0,0,0,0,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-fb3029d8fe83458faaac2560f2980618,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-ef8a88a4ae3d48aca9b5e033c5babf01,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-2be852f99f4743ef9e1c4208a1720b16,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-0e8a3b7b51df4e6f935291b3c0d1b114,4,5,0,1,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,7,2,0,3,3,4,4
ord-83b20329bb164226903c16e7271c606a,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-60fb83202b5f438db81a315551c2ea06,2,4,0,2,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,3,1,0,0,0,3,3
ord-f85cd6f4c5d14abb9a798146fe12e20c,8,8,0,0,2,1,6,7,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,9,0,6,0,0,3,3
ord-283f47465b694ff9928a360ce746908a,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-9fa91a87d88045aab0b41576317b7e2e,6,7,0,1,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,8,1,0,0,0,8,8
ord-d23666eb5d2a4399859b586cdd35b2c6,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-9a4eedc2b964432186d23f3f2234f5d2,4,5,0,1,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,8,7,1,0,2,2,5,5
ord-f0df33830e2446f59c30e7e6eeab4ea7,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-d3a288449b8d4fcfb681b3ebd14fc522,5,5,0,0,1,0,4,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,7,0,0,2,2,5,5
ord-bf907e98fc7b439f96e88c6ecd46efc3,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-1bea29396df34b61a920b948a7286744,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-106c8a1777164a05ac34121d7c979a6d,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,3,3,4,4
ord-f9654f5a8ec1406a96ccb66d08a3637c,4,4,0,0,2,0,2,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,1,1,0,1,1,0,0
ord-73599f7224474ab5bf68540cc96b0164,6,6,0,0,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,7,0,1,0,0,6,6
ord-a93a7627a7fe43258a8a0249742df12c,7,6,1,0,2,0,4,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,6,7,0,1,1,1,5,5
ord-c94d1ee9d25644f9822610382cdf635e,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-19063efbe9a742a09bcad85261b2d597,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2,0,1,0,0,1,1
ord-ce0e9afc00dd47a7a029614f30151c5f,5,5,0,0,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-ce60ea0c18d14544ae3a1a6d86207556,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-0aecb8d15e0f42cb9b1ed08a1c512a32,5,5,0,0,2,2,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-4a4a2dc612ea4184b6ff439f4006ea5e,3,3,0,0,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,1,1,4,4
ord-59e77216d5154160814d170bd91cbc93,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-b4d9f5a00e294ca5b31e1de78e00a956,6,6,0,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,10,10,0,0,0,0,10,10
ord-d98f7612771642f69d7387ff4c65f008,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-5f9e8594b5134226bae50523436e927e,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-e7e0a3d610b24a45acbcd35e3081a2ae,3,4,0,1,0,0,3,3,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-ede382fb3b02453dbf7a0a24929cf59c,7,8,0,1,3,1,4,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,9,8,1,0,0,0,8,8
ord-48f99684d7fa44bea30d5c7071317a2a,6,6,0,0,0,0,6,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-37f2911a1a88480ebaa896fb84601004,3,2,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4,3,1,0,2,2,1,1
ord-a03988da2c1847e89dd2e5ad72cc82f5,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-1bdec3637ce645c290fb9f00602d62f1,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-f757a3fd92034febb1c0eb08bddaf90d,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-c03d63193e814d75814b39693b0009ac,5,5,0,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-0d8dcad1acff443f9496fd5fbb464e52,4,3,1,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
ord-42c11ae563e647699bb0ee65cb204937,4,4,0,0,0,0,4,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,3,3,0,0,0,0,3,3
ord-333a045f3093434c9040e5bd17b76989,5,5,0,0,2,1,3,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,5,4,1,0,0,0,4,4
ord-6b99041be36346bfacb53ffeaef64ece,4,3,1,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,3,0,1,0,0,2,2
ord-fd2e4df91a9247c088f4bb20e78127b0,9,8,1,0,0,0,8,8,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-b831ef25bd77489997ff6deb76ca18bd,7,6,1,0,0,0,6,6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-71f4cab55b2845599d9814e3b897022a,5,5,0,0,0,0,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,8,7,1,0,0,0,7,7
ord-7e78b9768553455db6b1f51fda1123c9,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-304e6269e6b64ec1abba55e2a48e67a5,4,4,0,0,0,0,4,4,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-4f222bb0a4904632a136d3de67d55b4f,5,5,0,0,1,1,4,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,6,7,0,1,1,1,5,5
ord-403d227721d045849c26b584b675ad66,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-3c072e67a96c41aca6cc154b14397a8d,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,1,1,0,1,1,0,0
ord-2d69192d15404f01b5628df9cb224739,2,2,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,8,8,0,0,0,0,8,8
ord-e5077b6e858242978c7e490aa86f17fc,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-1c248079b6d44d62a8c9228e87a1ea54,12,11,1,0,2,0,9,11,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,9,7,2,0,1,1,6,6
ord-ba3685dfe7254aadae9eba3a97657789,5,4,1,0,1,1,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-38f9ceefa761476880d6a26cfb145d81,5,5,0,0,0,0,5,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,2
ord-1bc1bf675fb4443fb8c9e600787aaf49,6,7,0,1,0,0,6,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,4,4,0,0,1,1,3,3
ord-ac8e3269a93744509b54e156444f88ce,4,4,0,0,0,0,4,4,2,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-e5912f0c6de84e41b1fbb525d3dcb8b0,6,6,0,0,1,1,5,5,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,9,9,0,0,0,0,9,9
ord-431529c1a935446f863ffe5e88106cc5,5,5,0,0,1,1,4,4,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,9,8,1,0,1,1,7,7
ord-27e492b5aed2409fb16b1b52f89d46be,3,2,1,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,11,10,1,0,0,0,10,10
ord-877b94e1b7004307a0b7a0e1d53cde8f,5,5,0,0,1,0,4,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,6,6,0,0,0,0,6,6
ord-5795f8b28ec747d59bb97f18293d02ce,4,4,0,0,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,7,6,1,0,0,0,6,6
ord-058e71808bed4629957cb313b27745ba,5,6,0,1,2,0,3,5,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-5a62234e18af44129d58ca83a2c70384,7,7,0,0,0,0,7,7,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-723e3b0da42742c09e31073a147551db,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,7,7,0,0,0,0,7,7
ord-455d2bde5bd843a4bfe1be733dcac34a,4,6,0,2,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
ord-9cc64e6df75349c8a9c0cfbc6e377608,7,7,0,0,0,0,7,7,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4,4,0,0,0,0,4,4
ord-43e3276e1c7e41159343aece02cb4056,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
ord-894aec1184c74a3aa7c993625cfd4804,7,7,0,0,2,1,5,6,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1
ord-bf20db57126d440298c657d0e3401e8a,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,7,7,0,0,1,1,6,6
ord-09da9c918c5f45c386eedf31fd7442cd,2,2,0,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-f9c4427952c3423b91e2d1a258b32f99,7,9,0,2,3,0,4,7,3,1,2,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-4f369910b121440998f40a296777283f,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-b214cf7d320b41aaa9c6a0a3c5680a30,3,3,0,0,0,0,3,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,6,7,0,1,2,2,4,4
ord-1e3c264ad551439e9a5d0266cc08fdf1,5,4,1,0,1,0,3,4,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,5,7,0,2,0,0,5,5
ord-8ca606ee22674638b03ccc9e17baf9a7,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ord-c947f279e6c848faa8e5c2468e8f66cb,5,5,0,0,1,0,4,5,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,8,7,1,0,0,0,7,7
ord-07d35442771e4b20bdeec12840dd3783,3,3,0,0,0,0,3,3,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5,5,0,0,0,0,5,5
